0.0490182, 0.00569997, 1.00065
0.0490336, 0.00583708, 1.00068
0.0503717, 0.00603473, 1.00069
0.050377, 0.00607423, 1.00071
0.0503821, 0.00625165, 1.00072
0.0503872, 0.00627975, 1.00073
0.0503923, 0.00630508, 1.00074
0.0503971, 0.00632731, 1.00076
0.0504019, 0.00634426, 1.00077
0.0504064, 0.00635806, 1.00077
0.0504109, 0.00637069, 1.00079
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.050387, 0.00615831, 1
0.050392, 0.0061978, 1
0.0503968, 0.00622002, 1
0.0504014, 0.00623707, 1
0.0504059, 0.00625196, 1
0.0504103, 0.00626524, 1
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.050387, 0.00615831, 1
0.050392, 0.0061978, 1
0.0503968, 0.00622002, 1
0.0504014, 0.00623707, 1
0.0504059, 0.00625196, 1
0.0504103, 0.00626524, 1
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.050387, 0.00615831, 1
0.050392, 0.0061978, 1
0.0503968, 0.00622002, 1
0.0504014, 0.00623707, 1
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.050387, 0.00615831, 1
0.050392, 0.0061978, 1
0.0503968, 0.00622002, 1
0.0504014, 0.00623707, 1
0.0504059, 0.00625196, 1
0.0504103, 0.00626524, 1
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.050387, 0.00615831, 1
0.050392, 0.0061978, 1
0.0503968, 0.00622002, 1
0.0504014, 0.00623707, 1
0.0504059, 0.00625196, 1
0.0504103, 0.00626524, 1
0.0490182, 0.00569997, 1
0.0490336, 0.00583989, 1
0.0503717, 0.00595227, 1
0.0503769, 0.00603986, 1
0.050382, 0.00610749, 1
0.050387, 0.00615831, 1
0.050392, 0.0061978, 1
0.0503968, 0.00622002, 1
0.0504014, 0.00623707, 1
0.0504059, 0.00625196, 1
0.0504103, 0.00626524, 1
0.00566745, 5.34942e-35, 1
